Age,Attrition,BusinessTravel,Department,Education,EducationField,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,OverTime,PercentSalaryHike,PerformanceRating,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
27,0,2,2,1,4,3,2,3,4,12808,1,16,3,1,9,3,3,9,8,0,8
35,0,2,2,3,6,3,3,3,3,10221,0,21,4,0,17,3,4,8,5,1,6
28,0,2,1,4,3,2,3,2,2,4779,1,20,4,0,8,2,3,8,7,7,5
34,0,2,3,2,5,3,3,1,4,3737,0,19,3,1,4,1,1,3,2,0,2
26,1,3,2,2,2,3,2,1,3,2366,1,14,3,1,8,2,3,8,7,1,7
27,0,1,2,3,2,4,3,1,4,1706,0,11,3,3,0,6,2,0,0,0,0
51,0,2,1,4,3,1,3,4,3,16307,0,14,3,1,29,2,2,20,6,4,17
44,0,2,2,3,2,4,3,2,2,5933,0,12,3,0,10,2,2,5,2,2,3
25,0,2,2,1,2,1,4,1,1,3424,0,13,3,0,6,3,2,4,3,0,1
33,0,2,1,3,2,1,4,2,1,4037,0,22,4,1,9,5,3,9,8,0,8
35,0,2,2,1,2,3,2,1,1,2559,0,11,3,0,6,3,2,6,5,1,1
36,0,2,1,2,1,2,3,2,4,6201,1,14,3,1,18,1,2,18,14,4,11
32,0,2,1,4,1,2,3,2,4,4403,0,11,3,1,8,3,2,5,2,0,3
30,0,3,2,4,1,2,2,1,4,3761,0,12,3,1,10,3,2,5,4,0,3
53,0,2,1,2,3,1,2,3,4,10934,1,18,3,1,35,3,3,5,2,0,4
45,0,2,1,3,3,4,3,3,1,10761,1,12,3,1,18,2,3,5,4,0,2
32,0,2,2,2,2,3,4,2,3,5175,0,12,3,1,9,3,2,5,3,1,3
52,0,3,2,4,2,3,2,4,4,13826,0,22,4,0,31,3,3,9,8,0,0
37,0,2,1,4,3,4,2,2,3,6334,0,19,3,2,9,2,3,1,0,0,0
28,0,2,3,2,2,2,2,1,4,4936,0,13,3,1,6,6,3,5,1,0,4
22,0,2,2,2,1,4,2,2,4,4775,0,22,4,2,4,2,1,2,2,2,2
44,0,2,2,4,1,1,4,1,4,2818,1,24,4,1,10,2,2,3,2,0,2
42,0,3,2,1,2,2,3,1,4,2515,1,14,3,0,8,2,3,2,1,2,2
36,0,2,3,3,1,1,2,1,1,2342,0,21,4,0,6,3,3,5,4,0,3
25,0,2,1,1,6,3,3,2,1,4194,1,18,3,0,5,3,3,5,3,0,3
35,0,2,2,3,1,4,2,3,3,10685,1,20,4,1,17,2,3,17,14,5,15
35,1,3,2,4,1,4,3,1,2,2022,1,19,3,1,10,3,2,10,2,7,8
32,0,1,2,3,1,4,3,1,4,2314,0,12,3,1,4,2,3,3,0,0,2
25,0,2,1,1,3,3,2,2,1,4256,0,12,3,0,5,1,4,5,2,0,3
49,0,2,2,3,4,3,3,1,1,3580,0,16,3,1,7,2,3,4,2,0,2
24,0,1,2,1,1,1,2,1,4,3162,0,17,3,0,6,2,2,5,2,3,4
32,0,3,1,2,1,2,3,2,2,6524,0,14,3,1,10,3,3,10,8,5,3
38,0,2,1,3,3,2,2,1,2,2899,0,19,3,1,3,3,3,2,2,1,2
42,0,2,2,3,1,3,4,2,4,5231,1,13,3,1,17,1,2,5,3,1,3
31,0,2,2,4,1,4,3,1,4,2356,1,19,3,1,8,2,3,6,4,0,2
29,1,2,1,3,2,2,2,1,3,2800,1,19,3,3,5,3,3,3,2,0,2
53,0,2,1,3,3,1,3,4,4,11836,0,14,3,1,28,3,3,2,0,2,2
35,0,2,2,3,4,4,2,3,2,10903,0,16,3,0,16,2,3,13,10,4,8
37,0,3,1,2,2,3,3,1,4,2973,0,15,3,1,10,3,3,5,4,0,0
53,0,2,2,4,1,4,3,4,4,14275,0,18,3,0,33,0,3,12,9,3,8
43,0,3,2,3,1,4,3,2,4,5562,0,13,3,1,12,2,2,5,2,2,2
47,0,2,1,2,3,3,3,2,4,4537,1,22,4,1,8,2,3,7,6,7,7
37,0,1,1,2,2,1,3,3,2,7642,1,13,3,0,10,2,3,10,0,0,9
50,0,1,2,4,1,1,3,4,1,17924,0,11,3,1,31,3,3,31,6,14,7
39,0,2,3,3,1,4,2,2,4,5204,0,11,3,2,13,2,3,5,4,0,4
33,0,2,3,2,5,4,3,1,2,2277,1,11,3,1,7,4,4,4,3,0,3
32,1,2,2,4,1,1,3,1,4,2795,1,24,4,0,1,2,1,1,0,0,1
29,0,2,2,1,2,1,2,1,4,2532,0,14,3,3,8,5,3,4,3,0,3
44,0,2,2,2,1,2,3,1,1,2559,1,13,3,0,8,0,3,8,7,7,1
28,0,2,1,4,2,1,3,2,4,4908,0,14,3,0,4,3,3,4,2,0,2
58,1,3,2,1,1,4,2,1,4,2380,1,14,3,1,3,3,2,1,0,0,0
43,0,2,2,3,1,1,3,2,2,4765,0,21,4,1,4,2,4,1,0,0,0
20,1,2,1,3,2,3,2,1,3,2044,0,13,3,0,2,3,2,2,2,0,2
21,1,2,2,1,6,4,3,1,4,2693,0,19,3,0,1,3,2,1,0,0,0
36,0,2,2,1,1,3,3,2,4,6586,1,17,3,1,17,2,2,16,8,4,11
47,0,2,1,4,1,4,2,1,4,3294,1,18,3,0,3,3,2,3,2,1,2
22,1,2,2,1,1,2,3,2,3,4171,1,19,3,1,4,3,4,3,2,0,2
41,1,2,2,4,1,2,1,1,4,2778,1,13,3,1,10,1,2,7,7,1,0
28,0,2,2,3,2,3,3,1,3,2377,0,18,3,1,6,2,3,2,2,2,2
39,1,2,2,3,2,4,3,1,1,2404,1,21,4,0,8,2,1,2,2,2,2
27,0,2,2,3,1,2,3,1,3,2318,0,19,3,0,1,2,3,1,1,0,0
34,0,2,2,3,1,2,3,1,2,2008,0,14,3,2,1,3,3,1,0,1,0
42,0,2,1,2,2,3,2,2,3,6244,0,17,3,0,10,6,3,5,4,0,3
33,0,2,2,4,6,3,2,1,1,2799,1,11,3,0,6,1,3,3,2,0,2
58,0,2,2,3,4,3,2,3,2,10552,1,13,3,1,24,3,3,6,0,0,4
31,0,2,1,4,1,2,2,1,3,2329,0,15,3,0,13,2,4,7,7,5,2
35,0,2,2,1,1,4,3,2,4,4014,1,25,4,1,10,2,1,10,6,0,7
49,0,2,2,2,6,1,3,3,2,7403,0,11,3,1,29,3,2,26,9,1,7
48,0,2,2,4,2,4,3,1,3,2259,0,17,3,2,13,2,2,0,0,0,0
31,0,1,1,2,3,4,3,2,3,6932,0,13,3,1,9,2,2,9,8,0,0
36,0,2,2,4,6,2,3,1,4,4678,0,18,3,0,8,6,3,6,2,0,1
38,0,2,2,3,4,4,3,3,1,13582,0,13,3,1,15,3,3,15,12,5,11
32,0,1,2,3,1,3,2,1,2,2332,0,20,4,0,5,3,3,3,0,0,2
25,1,2,1,2,3,3,2,1,2,2413,1,18,3,3,1,2,3,1,0,0,0
40,0,2,1,4,3,1,2,3,2,9705,0,12,3,1,11,2,2,1,0,0,0
26,0,3,1,3,2,3,2,2,1,4294,0,12,3,0,7,2,3,7,7,0,7
41,0,2,2,3,2,4,3,1,1,4721,1,13,3,0,20,3,3,18,13,2,17
36,0,2,2,4,2,3,3,1,3,2519,0,21,4,0,16,6,3,11,8,3,9
19,1,2,1,3,6,4,2,1,2,2121,1,13,3,0,1,3,4,1,0,0,0
20,1,2,2,3,4,1,3,1,1,2973,0,19,3,0,1,2,3,1,0,0,0
31,0,2,2,3,2,4,3,2,4,5855,1,11,3,2,10,2,1,9,7,8,5
40,0,3,2,4,2,4,3,1,2,3617,1,14,3,1,3,2,3,1,1,0,0
32,0,2,2,4,2,3,3,2,1,6725,0,12,3,1,8,2,4,8,7,6,3
36,1,2,1,1,1,3,2,3,4,10325,1,11,3,1,16,6,3,16,7,3,7
33,0,2,2,3,1,2,2,2,4,6949,0,14,3,0,6,3,3,5,0,1,4
37,1,2,1,4,1,1,2,3,3,10609,0,11,3,0,17,2,1,14,1,11,7
45,0,1,2,2,1,3,3,2,2,4447,0,12,3,0,9,5,2,9,7,0,8
29,0,3,1,3,4,3,3,1,4,2157,0,15,3,1,3,5,3,3,1,0,2
35,0,2,1,3,2,3,3,2,3,4601,0,16,3,0,5,3,3,5,2,1,0
52,0,2,2,2,1,4,3,4,4,17099,0,15,3,1,26,2,2,9,8,7,8
58,1,2,2,3,4,4,3,1,3,2479,0,24,4,0,7,4,3,1,0,0,0
53,0,2,1,2,2,3,3,4,3,14852,0,13,3,1,22,3,4,17,13,15,2
30,0,2,1,2,6,3,3,3,3,7264,0,11,3,1,10,2,4,8,4,7,7
38,0,1,1,3,4,3,3,2,4,5666,1,13,3,0,6,1,3,5,3,1,3
35,0,2,1,4,1,4,3,3,4,7823,0,13,3,1,12,2,3,10,9,0,8
39,0,2,1,5,1,1,4,3,3,7880,0,18,3,0,9,3,3,8,7,0,7
40,1,1,1,3,1,2,4,4,2,13194,1,16,3,0,22,2,2,1,0,0,0
47,0,3,2,4,2,3,4,2,3,5067,1,19,3,0,20,3,4,19,10,2,7
36,0,1,1,4,4,1,3,2,4,5079,0,13,3,2,12,3,3,7,7,0,7
31,1,1,2,2,2,3,2,1,1,2321,1,22,4,0,4,0,3,3,2,1,2
33,0,1,1,3,1,4,3,4,3,17444,0,11,3,0,10,2,3,10,8,6,0
29,1,2,2,3,1,4,2,1,1,2404,1,20,4,0,3,5,3,0,0,0,0
33,0,2,2,1,1,2,3,1,4,3452,0,18,3,0,5,4,3,3,2,0,2
45,0,2,2,4,2,4,3,1,4,2270,0,14,3,2,8,2,3,5,3,0,2
50,0,2,2,2,2,4,3,4,4,17399,0,22,4,1,32,1,2,5,4,1,3
33,0,3,2,4,6,3,4,2,2,5488,1,13,3,1,6,2,3,6,5,1,2
41,0,3,2,3,2,1,3,5,3,19419,0,17,3,1,21,2,4,18,16,0,11
27,0,2,2,4,4,3,3,1,2,2811,0,14,3,1,4,2,3,2,2,2,2
45,0,1,2,2,1,4,3,2,1,3633,1,15,3,1,9,2,3,9,8,0,8
47,0,2,1,2,1,4,3,2,4,4163,1,17,3,0,9,0,3,9,0,0,7
30,1,2,2,3,1,1,3,1,3,2132,1,11,3,0,7,2,3,5,2,0,1
50,0,2,2,3,1,4,3,4,3,13973,1,18,3,1,22,2,3,12,11,1,5
38,0,3,2,1,2,3,3,1,3,2684,0,17,3,1,3,0,2,2,1,0,2
46,0,2,2,2,2,4,3,3,3,10845,0,13,3,1,13,3,3,8,7,0,7
24,0,2,2,1,2,4,2,2,3,4377,0,15,3,2,5,6,3,4,2,3,2
35,1,2,2,4,6,3,2,1,2,3743,1,24,4,1,5,2,1,4,2,0,2
31,0,3,2,1,1,3,3,2,1,4148,0,12,3,1,4,1,3,4,3,0,3
18,0,1,2,2,1,2,3,1,4,1051,0,15,3,0,0,2,3,0,0,0,0
54,0,2,2,3,4,3,3,3,3,10739,0,11,3,1,22,2,3,10,7,0,8
35,0,2,2,4,2,3,3,3,3,10388,1,11,3,1,16,3,2,16,10,10,1
30,0,2,2,2,1,2,4,3,1,11416,1,12,3,3,9,4,2,8,7,1,7
20,1,2,2,3,2,4,2,1,1,2600,1,15,3,0,1,2,3,1,0,0,0
30,1,3,2,3,2,2,3,1,2,2422,0,17,3,0,4,3,3,3,2,1,2
26,0,2,2,2,2,4,4,2,4,5472,0,12,3,0,8,2,3,8,7,1,3
22,0,2,2,1,1,2,1,1,1,2451,0,15,3,1,4,3,2,4,3,1,1
48,0,2,2,3,1,1,2,2,3,4240,0,13,3,0,19,0,3,2,2,2,2
48,0,2,2,4,1,3,2,3,3,10999,0,14,3,0,27,3,3,15,11,4,8
41,0,2,2,2,2,4,3,2,3,5003,0,14,3,0,8,6,3,2,2,2,1
39,0,2,2,1,1,4,2,4,4,12742,0,16,3,1,21,3,3,21,6,11,8
27,0,2,2,4,1,1,3,2,4,4227,0,18,3,1,4,2,3,3,2,2,2
35,0,2,2,3,6,2,3,1,4,3917,0,20,4,1,3,4,2,3,2,1,2
42,0,2,1,2,3,4,3,5,3,18303,0,13,3,0,21,3,4,1,0,0,0
50,0,2,2,3,1,1,3,1,4,2380,0,18,3,0,8,5,3,1,0,0,0
59,0,2,2,3,1,3,2,4,4,13726,1,13,3,0,30,4,3,5,3,4,3
37,1,2,2,2,2,1,1,2,2,4777,0,15,3,0,15,2,1,1,0,0,0
55,0,3,2,4,2,3,3,2,2,6385,1,14,3,2,17,3,3,8,7,6,7
41,0,1,2,1,1,2,1,5,3,19973,0,22,4,2,21,3,3,21,16,5,10
38,0,2,1,4,1,2,3,2,4,6861,1,12,3,0,19,1,3,1,0,0,0
26,1,1,1,2,2,2,1,2,1,4969,0,18,3,0,7,6,3,2,2,2,2
52,1,2,1,1,3,1,1,5,4,19845,0,15,3,1,33,3,3,32,14,6,9
44,0,2,1,3,2,4,4,4,4,13320,1,18,3,1,23,2,3,12,11,11,11
50,0,1,1,3,1,4,3,2,3,6347,0,12,3,1,19,3,3,18,7,0,13
36,1,2,2,4,1,3,4,1,1,2743,0,16,3,0,18,1,3,17,13,15,14
39,0,3,2,3,2,4,3,3,1,10880,1,13,3,0,21,2,3,21,6,2,8
33,0,1,1,1,1,2,2,1,4,2342,0,19,3,0,3,2,2,2,2,2,2
45,0,2,1,2,1,4,3,4,4,17650,0,13,3,1,26,4,4,9,3,1,1
32,0,1,2,4,2,4,3,1,3,4025,0,12,3,0,10,2,3,8,7,7,7
34,0,2,1,4,3,2,4,2,4,9725,0,11,3,1,16,2,2,15,1,0,9
59,0,2,1,2,4,2,3,3,4,11904,1,14,3,1,14,1,1,6,4,0,4
45,0,2,3,4,2,2,3,1,2,2177,0,16,3,0,6,3,3,6,3,0,4
53,0,3,1,3,3,3,2,3,2,7525,0,12,3,1,30,2,3,15,7,6,12
36,1,2,2,3,6,1,3,2,3,4834,0,14,3,1,9,3,2,1,0,0,0
26,1,3,2,3,1,1,3,1,1,2042,1,14,3,1,6,2,3,3,2,1,2
34,0,2,1,4,1,3,3,1,3,2220,1,19,3,1,1,2,3,1,1,0,0
28,0,2,1,1,2,4,3,1,2,1052,0,22,4,0,1,5,3,1,0,0,0
38,0,3,2,4,6,3,3,1,3,2821,0,16,3,1,8,2,3,2,2,2,2
50,0,2,2,4,2,2,3,5,3,19237,1,11,3,1,29,2,2,8,1,7,7
37,0,2,2,3,6,4,3,2,2,4107,0,15,3,0,8,3,2,4,3,0,1
40,0,2,1,3,3,3,3,2,1,8396,0,14,3,1,8,3,2,7,7,7,5
26,0,3,2,1,2,1,2,1,3,2007,0,13,3,2,5,5,3,5,3,1,3
46,0,2,2,4,2,4,3,5,4,19627,0,17,3,2,23,0,3,2,2,2,2
54,0,2,1,4,1,3,2,3,3,10686,0,11,3,1,13,4,3,9,4,7,0
56,0,3,2,3,2,1,3,1,3,2942,0,19,3,1,18,4,3,5,4,0,3
36,0,2,2,5,2,4,2,3,4,8858,0,11,3,0,15,2,2,14,8,7,8
55,0,1,2,1,2,3,2,4,1,16756,0,15,3,0,31,3,4,9,7,6,2
43,0,2,1,3,2,3,2,3,4,10798,0,13,3,1,18,5,3,1,0,0,0
20,1,3,1,3,3,4,3,1,4,2323,1,14,3,0,2,3,3,2,2,0,2
21,1,2,2,3,1,3,2,1,1,1416,0,13,3,0,1,6,2,1,0,1,0
46,0,2,2,4,1,4,2,2,1,4615,1,23,4,3,19,2,3,16,13,1,7
51,1,2,2,4,1,1,3,1,3,2461,1,12,3,3,18,2,4,10,0,2,7
28,1,1,2,2,4,2,2,3,1,8722,0,12,3,0,10,2,2,10,7,1,9
26,0,2,2,2,2,1,2,1,1,3955,0,16,3,2,6,2,3,5,3,1,3
30,0,2,2,3,6,3,3,2,1,9957,0,15,3,1,7,1,2,6,2,0,2
41,0,2,2,2,4,2,4,1,3,3376,0,13,3,0,10,3,3,10,6,0,8
38,0,2,2,1,1,3,2,3,3,8823,0,18,3,1,20,4,2,19,9,1,9
40,0,2,2,4,4,1,3,3,4,10322,0,20,4,1,14,6,3,11,10,11,1
27,0,1,2,5,1,1,1,1,3,4621,0,19,3,3,3,4,3,3,2,1,2
55,0,3,2,1,1,4,3,3,2,10976,0,18,3,1,23,4,3,3,2,1,2
28,0,2,2,3,6,3,3,2,3,3660,0,13,3,0,10,4,4,8,7,1,7
44,1,2,3,2,2,2,2,3,1,10482,0,14,3,1,24,1,3,20,6,3,6
33,0,2,2,3,1,4,2,3,4,7119,0,15,3,1,9,2,3,3,2,1,2
35,1,2,1,3,4,4,3,3,1,9582,1,22,4,0,9,2,3,8,7,4,7
33,1,3,2,4,2,1,2,2,3,4508,0,22,4,0,14,4,3,13,7,3,8
28,0,2,2,2,1,1,3,1,3,2207,0,16,3,1,4,5,2,4,2,2,2
34,0,3,2,1,1,1,3,2,4,7756,0,17,3,0,7,1,2,6,2,0,4
37,0,2,1,4,1,4,2,2,4,6694,1,14,3,3,8,5,3,1,0,0,0
25,1,2,2,1,4,4,3,1,4,3691,1,15,3,1,7,3,4,7,7,5,6
26,1,2,2,3,2,1,3,1,3,2377,0,20,4,1,1,0,2,1,1,0,0
33,1,2,2,3,2,1,2,1,2,2313,1,20,4,0,5,0,3,2,2,2,2
42,0,2,2,2,2,4,3,4,1,17665,0,17,3,1,23,3,3,22,6,13,7
28,1,3,2,3,2,1,2,1,2,2596,0,15,3,2,1,2,3,1,0,0,0
50,1,3,1,4,6,4,3,2,3,4728,1,14,3,0,5,4,3,0,0,0,0
33,0,3,1,3,1,4,3,2,2,4302,0,17,3,1,4,3,3,3,2,0,2
34,0,1,2,4,1,3,2,1,4,2979,0,17,3,3,6,2,3,0,0,0,0
48,0,1,2,4,2,1,4,4,4,16885,0,22,4,0,27,3,2,5,4,2,1
45,0,1,1,4,1,2,2,2,3,5593,0,13,3,1,15,2,3,15,10,4,12
52,0,2,2,4,1,2,3,3,2,10445,0,19,3,0,18,4,3,8,6,4,0
38,0,2,1,4,3,3,2,3,3,8740,1,14,3,2,9,2,3,8,7,2,7
29,0,2,2,4,1,3,3,1,4,2514,0,22,4,1,11,1,3,7,5,1,7
28,0,2,2,3,2,4,3,3,2,7655,0,17,3,3,10,3,2,9,7,1,7
46,0,2,1,1,3,1,3,4,3,17465,0,12,3,1,23,3,3,12,9,4,9
38,0,2,1,2,3,4,3,3,2,7351,0,16,3,0,10,2,3,1,0,0,0
43,0,3,2,3,1,3,3,3,1,10820,0,11,3,1,18,1,3,8,7,0,1
39,1,3,2,3,1,1,3,4,4,12169,0,11,3,3,21,4,3,18,7,11,5
40,0,2,2,3,2,3,2,5,3,19626,0,14,3,0,21,2,4,20,7,4,9
21,0,2,2,1,4,4,2,1,2,2070,1,11,3,0,2,6,4,2,2,2,2
39,0,1,2,3,1,3,3,2,2,6782,0,15,3,0,9,2,2,5,4,0,3
36,0,1,2,4,1,1,3,2,4,7779,0,20,4,0,18,0,3,11,9,0,9
31,0,3,1,3,1,3,4,1,4,2791,0,12,3,1,3,4,3,2,2,2,2
28,0,2,2,1,1,1,2,1,2,3201,0,17,3,0,6,2,1,5,3,0,4
35,0,3,1,2,3,4,3,2,4,4968,0,11,3,1,5,3,3,5,2,0,2
49,0,2,1,4,4,4,2,4,2,13120,0,17,3,1,22,3,3,9,8,2,3
34,0,3,2,2,1,4,3,2,3,4033,0,11,3,0,5,3,2,3,2,0,2
29,0,3,2,3,1,4,3,1,2,3291,0,14,3,2,8,2,2,7,5,1,1
42,0,2,2,3,2,2,1,2,4,4272,0,19,3,0,16,3,3,1,0,0,0
29,0,2,2,1,2,2,2,2,4,5056,1,15,3,1,10,2,2,10,7,1,2
38,0,2,3,3,5,3,4,1,3,2844,0,13,3,1,7,2,4,7,6,5,0
28,0,3,2,3,1,3,2,1,3,2703,1,14,3,1,3,2,3,3,1,0,2
18,1,1,2,1,2,3,3,1,3,1904,0,12,3,0,0,0,3,0,0,0,0
33,1,2,1,4,3,1,3,2,1,8224,1,17,3,0,6,3,3,5,2,0,3
41,0,2,2,4,1,2,3,1,4,4766,1,11,3,1,6,4,3,1,0,0,0
31,1,3,2,3,2,3,3,1,3,2610,0,12,3,1,2,5,2,2,2,2,2
37,0,2,2,2,2,3,2,2,4,5731,0,13,3,2,9,2,3,6,2,1,3
27,0,2,2,3,1,4,2,1,3,2539,0,13,3,1,4,0,3,4,2,2,2
34,0,2,1,1,1,2,3,2,3,5714,0,20,4,0,6,3,2,6,5,1,3
35,0,2,3,4,4,3,3,1,3,4323,0,17,3,0,6,2,1,5,4,1,4
29,1,2,1,1,1,4,2,3,1,7336,0,13,3,1,11,3,1,11,8,3,10
40,0,3,2,4,2,2,3,3,3,13499,0,17,3,0,20,3,2,18,7,2,13
42,1,3,1,3,1,3,3,4,1,13758,1,12,3,0,22,2,2,21,9,13,14
42,0,2,1,4,3,2,3,2,1,5155,0,13,3,0,9,3,4,6,4,1,5
35,0,2,2,4,2,4,2,1,3,2258,0,12,3,1,10,2,3,8,0,1,7
24,0,2,2,3,2,4,3,1,2,3597,0,22,4,0,6,2,3,4,3,1,2
28,1,2,2,1,1,3,3,1,4,2515,1,11,3,0,1,4,2,1,1,0,0
26,0,2,2,4,2,1,4,1,4,4420,0,22,4,1,8,2,3,8,7,0,7
30,0,2,1,3,3,3,2,2,3,6578,0,18,3,1,10,3,3,10,3,1,4
40,0,3,2,2,2,3,2,2,4,4422,1,13,3,1,16,3,1,1,1,0,0
35,0,2,2,3,1,3,2,3,2,10274,0,18,3,1,15,2,4,7,7,6,4
34,0,3,2,3,2,4,2,2,1,5343,0,20,4,0,14,3,3,13,9,4,9
35,0,3,2,4,6,4,2,1,4,2376,0,13,3,1,2,2,4,2,2,2,2
43,1,2,1,3,3,1,1,2,3,5346,0,13,3,0,7,2,2,4,3,1,3
32,0,1,1,1,1,3,3,1,1,2827,0,12,3,3,1,3,3,1,0,0,0
56,0,2,2,4,4,4,3,5,1,19943,0,13,3,1,28,2,3,5,2,4,2
29,0,2,2,1,2,2,3,1,4,3131,0,13,3,1,10,5,3,10,8,0,8
19,0,2,2,2,1,3,3,1,1,2552,0,25,4,0,1,4,3,1,1,0,0
45,0,2,2,3,2,1,3,1,3,4477,1,19,3,1,7,2,2,3,2,0,2
37,0,2,2,3,1,4,2,2,4,6474,0,13,3,1,14,2,2,14,8,3,11
20,0,2,2,3,1,1,2,1,3,3033,0,12,3,0,2,2,2,2,2,1,2
44,1,2,2,4,1,3,3,1,3,2936,1,11,3,0,6,4,3,6,4,0,2
53,0,2,2,2,2,4,3,5,3,18606,0,18,3,1,26,6,3,7,7,4,7
29,0,2,2,1,1,2,1,1,4,2168,1,18,3,1,6,2,2,5,4,1,3
22,1,3,2,4,1,3,2,1,4,2853,1,11,3,1,1,5,3,0,0,0,0
46,0,2,1,3,3,3,3,4,1,17048,0,23,4,0,28,2,3,26,15,15,9
44,0,1,2,3,1,4,1,1,3,2290,0,13,3,0,6,3,3,0,0,0,0
33,0,2,3,3,5,2,3,1,3,3600,0,13,3,1,5,2,3,5,4,1,4
41,1,1,2,2,1,1,2,1,1,2107,0,17,3,1,5,2,1,1,0,0,0
30,0,2,1,4,1,3,3,2,1,4115,0,19,3,3,8,3,3,4,3,0,3
40,0,3,1,4,2,2,3,2,2,4327,0,12,3,3,5,2,3,0,0,0,0
50,0,3,2,3,2,4,3,4,1,17856,0,22,4,1,32,3,3,2,2,2,2
28,0,2,2,4,2,4,2,1,1,3196,0,12,3,3,6,2,3,6,5,3,3
46,0,2,2,2,1,4,3,5,2,19081,0,11,3,1,25,2,3,4,2,0,3
35,0,2,1,4,1,3,3,2,1,8966,1,15,3,3,15,2,3,7,7,1,7
24,1,2,2,2,1,4,3,1,2,2210,0,13,3,1,1,3,1,1,0,0,0
33,0,3,1,3,2,2,3,2,3,4539,0,12,3,1,10,3,2,10,7,0,1
36,0,2,2,4,1,3,1,1,3,2741,0,14,3,1,7,4,3,7,7,1,7
30,0,2,2,4,1,3,3,2,3,3491,0,13,3,3,10,4,2,10,7,8,9
44,0,2,2,4,6,4,3,2,4,4541,0,25,4,0,20,3,3,20,11,13,17
20,0,2,1,3,3,3,4,1,4,2678,0,17,3,0,2,2,3,2,1,2,2
46,0,2,2,4,4,4,3,2,4,7379,0,11,3,1,12,3,2,6,3,1,4
42,0,1,3,5,2,4,4,2,1,6272,0,16,3,1,10,3,4,4,3,0,3
60,0,2,1,4,3,2,4,2,4,5220,1,18,3,1,12,3,3,11,7,1,9
32,0,3,2,3,6,3,2,1,2,2743,0,20,4,1,2,2,3,2,2,2,2
32,0,3,2,2,1,4,3,2,3,4998,1,14,3,0,10,2,3,8,7,0,7
36,0,2,2,3,4,3,1,3,1,10252,1,21,4,1,17,2,3,7,7,7,7
33,0,2,2,3,2,1,3,1,4,2781,0,13,3,1,15,5,3,14,10,4,10
40,0,2,1,3,4,2,2,2,2,6852,0,12,3,1,7,2,4,5,1,1,3
25,0,2,1,4,1,3,3,2,4,4950,0,14,3,0,5,4,3,4,3,1,1
30,0,2,2,3,2,4,3,1,2,3579,1,21,4,1,12,2,3,11,9,5,7
42,0,3,2,5,2,1,3,3,1,13191,1,17,3,0,20,6,3,1,0,0,0
35,0,1,1,2,3,3,2,3,4,10377,1,11,3,1,16,6,2,13,2,4,12
27,0,2,2,3,1,1,3,1,1,2235,1,14,3,2,9,3,2,9,7,6,8
54,0,3,2,4,1,4,3,3,3,10502,0,17,3,1,33,2,1,5,4,1,4
44,0,2,2,1,1,1,4,1,4,2011,0,13,3,1,10,5,3,10,5,7,7
19,1,1,2,3,2,1,2,1,2,1859,1,25,4,0,1,2,4,1,1,0,0
29,0,2,2,3,1,1,3,1,4,3760,0,15,3,3,3,5,3,3,2,1,2
54,0,2,2,3,1,4,3,4,4,17779,0,14,3,0,36,2,3,10,9,0,9
31,0,2,2,2,2,3,3,2,1,6833,1,12,3,0,6,2,2,6,5,0,1
31,0,2,2,3,2,3,2,2,1,6812,0,19,3,0,10,2,3,10,9,1,8
59,0,2,1,3,1,3,2,2,4,5171,0,17,3,0,13,2,3,6,1,0,5
43,0,2,2,3,1,3,1,5,4,19740,0,14,3,1,25,2,3,8,7,0,7
49,0,2,2,2,2,1,2,5,3,18711,0,13,3,1,23,2,4,1,0,0,0
36,0,3,2,3,4,3,3,1,2,3692,0,12,3,0,12,2,2,11,10,0,7
48,0,2,2,2,4,4,4,1,2,2559,0,11,3,0,7,4,2,1,0,0,0
27,0,2,2,2,1,1,3,1,3,2517,0,11,3,3,5,2,3,5,3,0,3
29,0,2,2,3,1,3,3,2,4,6623,1,11,3,2,6,2,3,6,0,1,0
48,0,2,2,3,1,4,2,5,4,18265,0,12,3,0,25,3,4,1,0,0,0
29,0,2,2,3,1,4,2,4,4,16124,0,14,3,2,9,2,2,7,7,1,7
34,0,2,2,3,4,3,4,1,3,2585,0,17,3,0,2,5,2,1,0,0,0
44,0,2,1,3,3,2,3,5,2,18213,0,11,3,1,26,5,3,22,9,3,10
33,0,2,1,5,3,4,4,3,3,8380,1,14,3,2,10,3,3,9,8,0,8
19,0,2,2,3,1,2,4,1,4,2994,1,12,3,0,1,2,3,1,0,0,1
23,0,2,2,2,1,4,3,1,3,1223,0,22,4,1,1,2,3,1,0,0,1
25,1,3,1,1,1,3,1,1,4,1118,1,14,3,0,1,4,3,1,0,1,0
26,0,2,2,2,1,3,3,1,4,2875,1,20,4,0,8,2,2,8,5,2,2
45,1,2,1,3,3,1,1,5,2,18824,1,16,3,0,26,2,3,24,10,1,11
55,0,1,2,1,2,4,2,4,2,13577,1,15,3,1,34,3,3,33,9,15,0
21,1,3,2,2,1,1,2,1,3,2625,0,20,4,0,2,2,1,2,2,2,2
46,0,2,1,2,3,4,2,5,2,18789,0,14,3,1,26,2,3,11,4,0,8
